7.86014, 14.1652, -3.4548, 2.88204, 0.95767, 3.19155, Waving
6.40207, 14.4198, -4.4957, 3.51555, 0.69806, 2.00923, Waving
-5.7138, 10.5187, -5.4384, 2.21872, 1.97637, 1.82508, Waving
10.2699, 13.3966, -3.0012, 2.24203, 1.82220, 2.44455, Waving
5.22211, 19.1536, -2.2994, 3.67723, 0.39110, 3.10694, Waving
-5.2444, 10.8082, -5.4413, 3.09333, 1.92741, 2.64705, Waving
11.3788, 12.6941, -1.7603, 3.30176, 1.82183, 2.24646, Waving
4.42813, 14.4747, -5.1105, 2.76615, 0.04566, 2.12627, Waving
4.96253, 2.24392, 7.97556, 2.21982, -2.6337, 3.01217, Jogging on the spot
2.09547, 3.86105, 9.46058, 14.3452, -2.9378, 2.70302, Jogging on the spot
-1.4696, 2.35089, 10.4325, 4.38866, -2.7941, 4.89779, Jogging on the spot
-0.8848, 3.68099, 6.06779, 4.40618, -2.8936, 3.15666, Jogging on the spot
-0.5263, 3.94968, 9.95702, 10.7743, -4.4697, 5.16148, Jogging on the spot
0.19335, 3.39404, 11.9803, 10.2616, -3.8637, 5.38664, Jogging on the spot
-1.4978, 4.09160, 8.44902, 9.68748, -3.8357, 3.95969, Jogging on the spot
-0.8848, 4.18672, 7.65880, 6.85458, -2.8108, 3.85274, Jogging on the spot
-0.2037, 4.43779, 10.8732, 10.6236, -3.5715, 4.14823, Jogging on the spot
0.22893, 4.70356, 11.7828, 10.5528, -3.4382, 4.96598, Jogging on the spot
-1.0821, 4.32393, 7.01615, 8.44393, -2.4514, 3.18824, Jogging on the spot
-0.7121, 3.94126, 9.26567, 8.31577, -2.4633, 3.90834, Jogging on the spot
0.07424, 4.45373, 10.9199, 9.31987, -4.3935, 4.87437, Jogging on the spot
-0.3753, 3.82386, 11.2445, 10.3832, -3.9673, 3.71581, Jogging on the spot
-1.5584, 4.82931, 6.76367, 7.86422, -0.6861, 5.45187, Jogging on the spot
-1.1089, 0.39825, 9.27858, 1.10006, -3.3012, 0.87989, Walking
-1.5548, 1.74486, 8.21009, 1.22615, -4.7691, 1.70179, Walking
-0.6577, 1.24386, 9.76285, 1.19316, -0.2982, 0.87332, Walking
-0.6168, 1.58195, 10.8381, 0.94169, -0.6123, 1.41391, Walking
-0.3770, 1.83157, 8.08950, 2.22388, -3.0992, 2.21819, Walking
-0.8581, 2.73577, 9.56090, 5.08020, -1.7193, 4.83893, Walking
-0.3608, 1.72073, 10.6932, 1.33779, -0.9469, 1.16022, Walking
-2.0020, 2.07832, 8.22260, 3.14796, -2.2598, 2.36302, Walking
-0.9024, 3.16175, 9.79780, 3.33121, -1.4751, 4.82778, Walking
-0.2708, 1.18182, 10.9981, 1.78214, -0.5337, 1.88269, Walking
-2.1300, 2.27577, 8.65105, 4.20894, -2.0153, 3.12907, Walking
-1.3261, 2.75345, 9.99038, 2.84478, -2.1988, 2.78784, Walking
-0.7955, 1.64452, 10.8757, 1.37721, -0.5522, 1.34263, Walking
-1.4024, 2.90339, 9.00576, 4.01336, -1.8693, 2.54823, Walking
-1.6886, 1.62341, 9.72480, 2.52130, -1.3679, 3.19773, Walking
5.55768, 1.21597, -1.8860, 0.39436, -8.2998, 0.62009, Sitting
5.20252, 0.35594, -2.0168, 0.65323, -8.1797, 0.65784, Sitting
4.80536, 0.29965, -1.6293, 0.15510, -8.5308, 0.19477, Sitting
4.66556, 0.14572, -1.7245, 0.08984, -8.5747, 0.06172, Sitting
4.71790, 0.02289, -1.7421, 0.01741, -8.5704, 0.02162, Sitting
4.67892, 0.02535, -1.7390, 0.01312, -8.5800, 0.01510, Sitting
4.68391, 0.01583, -1.7532, 0.02429, -8.5751, 0.01194, Sitting
4.69720, 0.01297, -1.7383, 0.02445, -8.5741, 0.01068, Sitting
5.52346, 0.26330, -1.1502, 0.16427, -7.9354, 0.41309, Sitting
7.01937, 0.46224, -1.9302, 0.27877, -6.7032, 0.46287, Sitting
7.63324, 0.20864, -2.3494, 0.08971, -5.8620, 0.15523, Sitting
7.61935, 0.66611, -2.2801, 0.15510, -5.9524, 0.31331, Sitting
6.89232, 0.50506, -2.2808, 0.17831, -6.5425, 0.15303, Sitting
6.95761, 0.80683, -1.8048, 0.18434, -6.7937, 0.13180, Sitting
7.07283, 0.07291, -1.9190, 0.11595, -6.6913, 0.06699, Sitting
3.37980, 2.53510, 8.23220, 9.47220, 2.65650, 1.55330, Sitting
1.66310, 1.15740, 9.09250, 3.56210, 2.19200, 1.42440, Sitting
2.64000, 0.89520, 8.81530, 1.92630, 2.67600, 1.24340, Sitting
2.51210, 2.16760, 2.74090, 0.71830, 8.59200, 1.85780, Sitting
-6.7893, 0.10364, -2.1176, 0.05390, 6.72443, 0.09117, Sitting
-6.8011, 0.06132, -2.1720, 0.06601, 6.74299, 0.03279, Sitting
-6.7540, 0.03424, -2.1791, 0.02805, 6.75321, 0.04273, Sitting
-6.7461, 0.04753, -2.1805, 0.07561, 6.76963, 0.05349, Sitting
-4.0645, 0.22744, 0.05613, 0.16527, 8.87224, 0.11175, Sitting
-4.1445, 0.08160, 0.07940, 0.04001, 8.83874, 0.08290, Sitting
-4.3452, 0.16179, 0.31040, 0.26593, 8.79326, 0.18351, Sitting
-4.1098, 0.40058, 0.32482, 0.17378, 8.81363, 0.20995, Sitting
-5.2067, 0.40526, -0.1626, 0.24423, 8.29888, 0.12540, Sitting
-5.4407, 0.17723, -0.4330, 0.14274, 8.16387, 0.08474, Sitting
-5.3672, 0.15572, -0.5854, 0.08902, 8.19095, 0.11112, Sitting
